region_id,lookback_start,forecast_start,forecast_end,model_best,model_best_mae,model_best_rmse,model_best_category
98027,2016-05-31,2017-05-31,2018-04-30,d2stgnn,25316.971321000998,35641.71046506412,spatial_temporal
98027,2016-06-30,2017-06-30,2018-05-31,d2stgnn,25674.24002825301,32798.19258960337,spatial_temporal
98027,2016-07-31,2017-07-31,2018-06-30,timemixer,24937.798064636165,35922.3536637054,DL
98027,2016-08-31,2017-08-31,2018-07-31,d2stgnn,26274.812073638488,33556.05210924296,spatial_temporal
98027,2016-09-30,2017-09-30,2018-08-31,d2stgnn,23362.649786786544,29203.318512781858,spatial_temporal
98027,2016-10-31,2017-10-31,2018-09-30,d2stgnn,34535.397343491415,43803.002521820876,spatial_temporal
98027,2016-11-30,2017-11-30,2018-10-31,itransformer,29681.20655745293,38193.34744862474,DL
98027,2016-12-31,2017-12-31,2018-11-30,d2stgnn,36870.445555427934,43477.89807314782,spatial_temporal
98027,2017-01-31,2018-01-31,2018-12-31,d2stgnn,30347.873534620245,36042.00392765921,spatial_temporal
98027,2017-02-28,2018-02-28,2019-01-31,d2stgnn,24665.267026489037,30793.068314988515,spatial_temporal
98027,2017-03-31,2018-03-31,2019-02-28,chronos2_zero,16704.337432887445,20562.86073364964,foundation
98027,2017-04-30,2018-04-30,2019-03-31,d2stgnn,25522.67510684117,42012.26463685864,spatial_temporal
98027,2017-05-31,2018-05-31,2019-04-30,chronos2_zero,32128.224957010312,37683.791077854534,foundation
98027,2017-06-30,2018-06-30,2019-05-31,chronos2_zero,37272.47893769361,42073.42180105823,foundation
98027,2017-07-31,2018-07-31,2019-06-30,timemixer,31361.53859861716,42620.449982466926,DL
98027,2017-08-31,2018-08-31,2019-07-31,timemixer,30831.1320193719,39779.988960372575,DL
98027,2017-09-30,2018-09-30,2019-08-31,dcrnn,23755.13897865896,33683.59195947863,spatial_temporal
98027,2017-10-31,2018-10-31,2019-09-30,graph_wavenet,21522.63679524099,29700.391482402592,spatial_temporal
98027,2017-11-30,2018-11-30,2019-10-31,graph_wavenet,20040.833551580115,28124.72924780299,spatial_temporal
98027,2017-12-31,2018-12-31,2019-11-30,stgformer,24093.298557068647,34034.43136819482,spatial_temporal
98027,2018-01-31,2019-01-31,2019-12-31,itransformer,27482.55957345072,35401.3494705705,DL
98027,2018-02-28,2019-02-28,2020-01-31,itransformer,30448.27815130324,37484.420822940396,DL
98027,2018-03-31,2019-03-31,2020-02-29,itransformer,31590.695364471292,39246.77745613679,DL
98027,2018-04-30,2019-04-30,2020-03-31,d2stgnn,33870.94653624936,45646.66660617654,spatial_temporal
98027,2018-05-31,2019-05-31,2020-04-30,timesfm_zero,24448.595404475636,32115.969957386842,foundation
98027,2018-06-30,2019-06-30,2020-05-31,timesfm_zero,22588.04615156917,30012.433798084076,foundation
98027,2018-07-31,2019-07-31,2020-06-30,timesfm_zero,22613.69874099418,26980.59416846201,foundation
98027,2018-08-31,2019-08-31,2020-07-31,timesfm_zero,29605.837507644737,36189.22254907751,foundation
98027,2018-09-30,2019-09-30,2020-08-31,stgformer,28046.724833261425,37841.0465540062,spatial_temporal
98027,2018-10-31,2019-10-31,2020-09-30,stgformer,17293.517100645742,25413.517349430254,spatial_temporal
98027,2018-11-30,2019-11-30,2020-10-31,stgformer,13811.83011786177,16642.732906992034,spatial_temporal
98027,2018-12-31,2019-12-31,2020-11-30,stgformer,17948.90616334289,23177.215407046293,spatial_temporal
98027,2019-01-31,2020-01-31,2020-12-31,timemixer,24181.633134071802,29260.16240276931,DL
98027,2019-02-28,2020-02-29,2021-01-31,timemixer,24140.6861727588,31022.990556711753,DL
98027,2019-03-31,2020-03-31,2021-02-28,d2stgnn,28472.719892268797,35083.02937633912,spatial_temporal
98027,2019-04-30,2020-04-30,2021-03-31,stgformer,38245.86011720818,58128.14271208769,spatial_temporal
98027,2019-05-31,2020-05-31,2021-04-30,patchtst,49692.97958946737,86721.74533893508,DL
98027,2019-06-30,2020-06-30,2021-05-31,d2stgnn,57568.677572612396,88438.07831035189,spatial_temporal
98027,2019-07-31,2020-07-31,2021-06-30,timemixer,54657.66090832171,77093.15224361891,DL
98027,2019-08-31,2020-08-31,2021-07-31,timemixer,48613.361468606476,61693.00973748534,DL
98027,2019-09-30,2020-09-30,2021-08-31,timemixer,57567.74680128159,76105.90611203539,DL
98027,2019-10-31,2020-10-31,2021-09-30,dcrnn,52559.80633059044,56561.47332067761,spatial_temporal
98027,2019-11-30,2020-11-30,2021-10-31,dcrnn,53451.46618919177,66676.06198361579,spatial_temporal
98027,2019-12-31,2020-12-31,2021-11-30,dcrnn,67513.27848958963,86930.85631753504,spatial_temporal
98027,2020-01-31,2021-01-31,2021-12-31,d2stgnn,61035.03889853083,73458.03486981566,spatial_temporal
98027,2020-02-29,2021-02-28,2022-01-31,stgcn,63292.3047343875,70009.89330632004,spatial_temporal
98027,2020-03-31,2021-03-31,2022-02-28,timemixer,65760.51821943383,84519.31331261872,DL
98027,2020-04-30,2021-04-30,2022-03-31,d2stgnn,65281.504919892235,76545.22347700855,spatial_temporal
98027,2020-05-31,2021-05-31,2022-04-30,d2stgnn,86114.38117519698,106209.25159656533,spatial_temporal
98027,2020-06-30,2021-06-30,2022-05-31,timemixer,93074.20706993074,111444.95908706648,DL
98027,2020-07-31,2021-07-31,2022-06-30,itransformer,63255.32431583217,74535.20281247725,DL
98027,2020-08-31,2021-08-31,2022-07-31,timemixer,65112.47160297083,77249.49501451432,DL
98027,2020-09-30,2021-09-30,2022-08-31,timemixer,63310.148939408384,80093.575574735,DL
98027,2020-10-31,2021-10-31,2022-09-30,timemixer,87665.96158207623,108089.2877709543,DL
98027,2020-11-30,2021-11-30,2022-10-31,d2stgnn,99547.6070029523,123499.18955900583,spatial_temporal
98027,2020-12-31,2021-12-31,2022-11-30,d2stgnn,94621.1134497588,117345.12744842804,spatial_temporal
98027,2021-01-31,2022-01-31,2022-12-31,d2stgnn,93507.03891260484,114198.83939928997,spatial_temporal
98027,2021-02-28,2022-02-28,2023-01-31,timemixer,72596.8291915636,88652.64458539883,DL
98027,2021-03-31,2022-03-31,2023-02-28,d2stgnn,73792.46855589695,91944.25623775594,spatial_temporal
98027,2021-04-30,2022-04-30,2023-03-31,d2stgnn,68279.03585174381,87505.03184964064,spatial_temporal
98027,2021-05-31,2022-05-31,2023-04-30,d2stgnn,41472.75243048203,56667.59716993819,spatial_temporal
98027,2021-06-30,2022-06-30,2023-05-31,d2stgnn,42792.306319973686,49952.94213659545,spatial_temporal
98027,2021-07-31,2022-07-31,2023-06-30,d2stgnn,41836.16797643605,43476.783391351026,spatial_temporal
98027,2021-08-31,2022-08-31,2023-07-31,d2stgnn,29512.850265794084,40098.52540840766,spatial_temporal
98027,2021-09-30,2022-09-30,2023-08-31,graph_wavenet,31738.73330980522,40150.48610839735,spatial_temporal
98027,2021-10-31,2022-10-31,2023-09-30,graph_wavenet,40335.98217687857,49402.54512858987,spatial_temporal
98027,2021-11-30,2022-11-30,2023-10-31,graph_wavenet,42175.50902604337,51885.041111272345,spatial_temporal
98027,2021-12-31,2022-12-31,2023-11-30,timemixer,49131.633415890996,61822.75412135921,DL
98027,2022-12-31,2023-12-31,2024-11-30,dlinear,109025.45318297861,157149.28506258287,DL
98027,2023-01-31,2024-01-31,2024-12-31,patchtst,107377.63125478396,129507.2694474722,DL
98027,2024-01-31,2025-01-31,2025-12-31,timesfm_zero,77475.44236366008,90283.46039650474,foundation
98027,2024-02-29,2025-02-28,2026-01-31,stgcn,94009.12694243196,129571.29872890557,spatial_temporal
98027,2024-03-31,2025-03-31,2026-02-28,stgcn,81745.46227438028,111892.52645775976,spatial_temporal
98027,2024-04-30,2025-04-30,2026-03-31,stgcn,84412.06398137183,113542.37602073522,spatial_temporal
98027,2024-05-31,2025-05-31,2026-04-30,stgcn,86440.03317644238,119403.74186556018,spatial_temporal
98027,2024-06-30,2025-06-30,2026-05-31,graph_wavenet,61102.027000249305,87464.57784189165,spatial_temporal
98027,2024-07-31,2025-07-31,2026-06-30,chronos2_zero,74283.45604220801,102434.78386624008,foundation
98027,2024-08-31,2025-08-31,2026-07-31,timesfm_zero,68799.13964890865,98014.58808684473,foundation
98028,2016-03-31,2017-03-31,2018-02-28,graph_wavenet,29091.09167217143,32706.454688644837,spatial_temporal
98028,2016-04-30,2017-04-30,2018-03-31,d2stgnn,24243.040480041655,31656.673994248646,spatial_temporal
98028,2016-05-31,2017-05-31,2018-04-30,graph_wavenet,17287.53702131294,19787.466794596774,spatial_temporal
98028,2016-06-30,2017-06-30,2018-05-31,dcrnn,15504.500547543284,19244.272856839205,spatial_temporal
98028,2016-07-31,2017-07-31,2018-06-30,dcrnn,15262.432234707443,17526.310677748043,spatial_temporal
98028,2016-08-31,2017-08-31,2018-07-31,dcrnn,17584.05417739307,18987.259436941717,spatial_temporal
98028,2016-09-30,2017-09-30,2018-08-31,graph_wavenet,18971.13813215433,25046.24885633281,spatial_temporal
98028,2016-10-31,2017-10-31,2018-09-30,dcrnn,21319.559895903705,28153.655239186446,spatial_temporal
98028,2016-11-30,2017-11-30,2018-10-31,dlinear,23149.640959003726,28654.1038707827,DL
98028,2016-12-31,2017-12-31,2018-11-30,patchtst,19683.459953030415,24595.348418322046,DL
98028,2017-01-31,2018-01-31,2018-12-31,itransformer,18259.451078217196,20303.750979708842,DL
98028,2017-02-28,2018-02-28,2019-01-31,timemixer,15578.279610224185,18721.446066546516,DL
98028,2017-03-31,2018-03-31,2019-02-28,timemixer,19303.938760787365,29036.89382204881,DL
98028,2017-04-30,2018-04-30,2019-03-31,patchtst,24350.78849626252,29544.543439118665,DL
98028,2017-05-31,2018-05-31,2019-04-30,patchtst,23287.281036757253,30126.872381246703,DL
98028,2017-06-30,2018-06-30,2019-05-31,timemixer,15514.289820771179,20281.580777134106,DL
98028,2017-07-31,2018-07-31,2019-06-30,timemixer,18267.740635128856,22323.95229938985,DL
98028,2017-08-31,2018-08-31,2019-07-31,timemixer,24397.71157610035,29012.32044859452,DL
98028,2017-09-30,2018-09-30,2019-08-31,stgcn,21861.113746756222,25272.39034086565,spatial_temporal
98028,2017-10-31,2018-10-31,2019-09-30,graph_wavenet,19129.24116743346,23385.036549680422,spatial_temporal
98028,2017-11-30,2018-11-30,2019-10-31,chronos2_zero,19673.21266995742,26554.008545153578,foundation
98028,2017-12-31,2018-12-31,2019-11-30,chronos2_zero,19372.186006026128,24576.101533521563,foundation
98028,2018-01-31,2019-01-31,2019-12-31,d2stgnn,17119.45944711672,24949.415303858634,spatial_temporal
98028,2018-02-28,2019-02-28,2020-01-31,timesfm_zero,17791.067378855503,23739.347564394553,foundation
98028,2018-03-31,2019-03-31,2020-02-29,graph_wavenet,14751.577426123995,21428.79110326462,spatial_temporal
98028,2018-04-30,2019-04-30,2020-03-31,stgformer,20444.857341456238,24336.46595349523,spatial_temporal
98028,2018-05-31,2019-05-31,2020-04-30,stgformer,19619.894877428374,23681.660467386962,spatial_temporal
98028,2018-06-30,2019-06-30,2020-05-31,stgformer,18071.411593306442,21164.250248151853,spatial_temporal
98028,2018-07-31,2019-07-31,2020-06-30,stgformer,10091.829610783607,12652.494131121175,spatial_temporal
98028,2018-08-31,2019-08-31,2020-07-31,stgformer,19544.14164822182,23742.094895993636,spatial_temporal
98028,2018-09-30,2019-09-30,2020-08-31,d2stgnn,16412.642568264466,19691.717615949878,spatial_temporal
98028,2018-10-31,2019-10-31,2020-09-30,dlinear,24673.72549810285,30284.263792038848,DL
98028,2018-11-30,2019-11-30,2020-10-31,patchtst,24140.613681416125,26074.863449729506,DL
98028,2018-12-31,2019-12-31,2020-11-30,patchtst,22323.431666377553,25600.542231088424,DL
98028,2019-01-31,2020-01-31,2020-12-31,patchtst,21204.01332158472,23588.772893238995,DL
98028,2019-02-28,2020-02-29,2021-01-31,graph_wavenet,22453.149889297754,31095.331194988994,spatial_temporal
98028,2019-03-31,2020-03-31,2021-02-28,d2stgnn,29544.69026334185,38578.28158638415,spatial_temporal
98028,2019-04-30,2020-04-30,2021-03-31,graph_wavenet,27177.877490834235,37892.09479045679,spatial_temporal
98028,2019-05-31,2020-05-31,2021-04-30,dcrnn,29345.626372865994,37620.88667331947,spatial_temporal
98028,2019-06-30,2020-06-30,2021-05-31,dcrnn,33601.051562390174,42861.807870341596,spatial_temporal
98028,2019-07-31,2020-07-31,2021-06-30,dcrnn,34908.305027821334,43113.955004374315,spatial_temporal
98028,2019-08-31,2020-08-31,2021-07-31,dcrnn,32359.730695197573,40944.70418710044,spatial_temporal
98028,2019-09-30,2020-09-30,2021-08-31,dcrnn,19301.11643811919,24022.273710163525,spatial_temporal
98028,2019-10-31,2020-10-31,2021-09-30,dcrnn,18522.043142181967,22070.180658109173,spatial_temporal
98028,2019-11-30,2020-11-30,2021-10-31,dcrnn,15993.4189655758,20298.41009110459,spatial_temporal
98028,2019-12-31,2020-12-31,2021-11-30,dcrnn,20374.003820008704,25724.426967154846,spatial_temporal
98028,2020-01-31,2021-01-31,2021-12-31,dcrnn,20997.17848213304,25574.181553462153,spatial_temporal
98028,2020-02-29,2021-02-28,2022-01-31,dcrnn,20640.56468278087,24171.45183104345,spatial_temporal
98028,2020-03-31,2021-03-31,2022-02-28,dcrnn,34392.43219467578,47807.28088005431,spatial_temporal
98028,2020-04-30,2021-04-30,2022-03-31,dcrnn,40283.30281703438,70191.52621050984,spatial_temporal
98028,2020-05-31,2021-05-31,2022-04-30,dcrnn,63880.51507641329,115354.09905970501,spatial_temporal
98028,2020-06-30,2021-06-30,2022-05-31,timemixer,72868.93590854331,107986.91005187182,DL
98028,2020-07-31,2021-07-31,2022-06-30,timemixer,52900.67215782602,78069.60124921253,DL
98028,2020-08-31,2021-08-31,2022-07-31,itransformer,79931.11012504374,112136.21088602308,DL
98028,2020-09-30,2021-09-30,2022-08-31,itransformer,73232.91898456322,98359.94916365929,DL
98028,2020-10-31,2021-10-31,2022-09-30,itransformer,86404.83300469123,112607.5581241922,DL
98028,2020-11-30,2021-11-30,2022-10-31,timemixer,101176.5875742164,136627.17154417137,DL
98028,2020-12-31,2021-12-31,2022-11-30,d2stgnn,91205.81239209419,119518.90935747843,spatial_temporal
98028,2021-01-31,2022-01-31,2022-12-31,d2stgnn,77871.81296245412,99049.751357817,spatial_temporal
98028,2021-02-28,2022-02-28,2023-01-31,d2stgnn,86809.71530944033,110146.32987906635,spatial_temporal
98028,2021-03-31,2022-03-31,2023-02-28,timemixer,80165.64860927271,97737.01948990634,DL
98028,2021-04-30,2022-04-30,2023-03-31,graph_wavenet,86283.74191290203,109373.34031518784,spatial_temporal
98028,2021-05-31,2022-05-31,2023-04-30,d2stgnn,64392.314958518255,81228.58166675986,spatial_temporal
98028,2021-06-30,2022-06-30,2023-05-31,d2stgnn,60627.59360975857,78732.85289292189,spatial_temporal
98028,2021-07-31,2022-07-31,2023-06-30,d2stgnn,52367.64120571641,69673.59186896858,spatial_temporal
98028,2021-08-31,2022-08-31,2023-07-31,graph_wavenet,52132.16683842568,69034.13031098143,spatial_temporal
98028,2021-09-30,2022-09-30,2023-08-31,stgformer,45120.42630442304,68662.23473879717,spatial_temporal
98028,2021-10-31,2022-10-31,2023-09-30,stgformer,56933.560556989396,72676.32004592742,spatial_temporal
98028,2021-11-30,2022-11-30,2023-10-31,chronos2_zero,57816.91216800644,76186.50310825824,foundation
98028,2021-12-31,2022-12-31,2023-11-30,d2stgnn,59168.053945967076,76530.87250581823,spatial_temporal
98028,2022-12-31,2023-12-31,2024-11-30,dlinear,83060.5258437467,108265.02785522844,DL
98028,2023-01-31,2024-01-31,2024-12-31,dlinear,87517.8775425307,120300.19965714379,DL
98028,2024-01-31,2025-01-31,2025-12-31,timesfm_zero,83341.22047684684,117031.22975751283,foundation
98028,2024-02-29,2025-02-28,2026-01-31,itransformer,81823.60485548594,114349.56173770587,DL
98028,2024-03-31,2025-03-31,2026-02-28,timesfm_zero,63305.68720267934,83571.22328966226,foundation
98028,2024-04-30,2025-04-30,2026-03-31,stgcn,57713.85512663356,71189.90771274002,spatial_temporal
98028,2024-05-31,2025-05-31,2026-04-30,stgcn,55736.607831660636,67257.34266040512,spatial_temporal
98028,2024-06-30,2025-06-30,2026-05-31,chronos2_zero,39828.28976835483,54242.71536124746,foundation
98028,2024-07-31,2025-07-31,2026-06-30,patchtst,27921.201663882897,36195.44046267716,DL
98028,2024-08-31,2025-08-31,2026-07-31,patchtst,36061.678106647916,47958.2250616366,DL
98029,2016-03-31,2017-03-31,2018-02-28,itransformer,22622.98897646746,32428.936943276785,DL
98029,2016-04-30,2017-04-30,2018-03-31,dlinear,31111.27643895587,39964.118180666985,DL
98029,2016-05-31,2017-05-31,2018-04-30,timemixer,24291.148773669305,27551.913836898708,DL
98029,2016-06-30,2017-06-30,2018-05-31,timemixer,20648.97157998783,25439.104890088198,DL
98029,2016-07-31,2017-07-31,2018-06-30,timemixer,19389.08239634398,23292.729650916597,DL
98029,2016-08-31,2017-08-31,2018-07-31,timemixer,24461.096425986005,28390.0711405828,DL
98029,2016-09-30,2017-09-30,2018-08-31,dcrnn,26755.7523107795,31094.702505688943,spatial_temporal
98029,2016-10-31,2017-10-31,2018-09-30,timemixer,26532.80919307798,36201.85667004422,DL
98029,2016-11-30,2017-11-30,2018-10-31,timemixer,26913.573539684323,32378.07520184449,DL
98029,2016-12-31,2017-12-31,2018-11-30,stgformer,29892.29960265616,38832.47688766942,spatial_temporal
98029,2017-01-31,2018-01-31,2018-12-31,stgformer,32193.44378085382,38570.2444602226,spatial_temporal
98029,2017-02-28,2018-02-28,2019-01-31,patchtst,30681.224699995528,41164.934583855735,DL
98029,2017-03-31,2018-03-31,2019-02-28,chronos2_zero,36048.19065290585,45152.810405326185,foundation
98029,2017-04-30,2018-04-30,2019-03-31,chronos2_zero,29450.657213376486,36045.48948719055,foundation
98029,2017-05-31,2018-05-31,2019-04-30,patchtst,37083.73433394622,51345.03809318912,DL
98029,2017-06-30,2018-06-30,2019-05-31,chronos2_zero,35569.220104705375,47326.007962685355,foundation
98029,2017-07-31,2018-07-31,2019-06-30,chronos2_zero,38352.98532992078,47915.69260846186,foundation
98029,2017-08-31,2018-08-31,2019-07-31,chronos2_zero,35148.620378989646,40126.745956431885,foundation
98029,2017-09-30,2018-09-30,2019-08-31,chronos2_zero,34676.290798746806,38350.46344892912,foundation
98029,2017-10-31,2018-10-31,2019-09-30,timemixer,47910.15419351079,54282.61158120407,DL
98029,2017-11-30,2018-11-30,2019-10-31,chronos2_zero,18728.316419089755,22379.955748900466,foundation
98029,2017-12-31,2018-12-31,2019-11-30,chronos2_zero,21923.770936524874,26304.237245035263,foundation
98029,2018-01-31,2019-01-31,2019-12-31,chronos2_zero,22686.714224831852,27585.412871337965,foundation
98029,2018-02-28,2019-02-28,2020-01-31,graph_wavenet,31599.30696100371,36032.41852106648,spatial_temporal
98029,2018-03-31,2019-03-31,2020-02-29,graph_wavenet,26341.786330784467,29217.409400999553,spatial_temporal
98029,2018-04-30,2019-04-30,2020-03-31,graph_wavenet,16629.93419284324,20166.024149944464,spatial_temporal
98029,2018-05-31,2019-05-31,2020-04-30,graph_wavenet,14432.639215600007,18250.6271162105,spatial_temporal
98029,2018-06-30,2019-06-30,2020-05-31,chronos2_zero,16400.288070515515,22157.30552668439,foundation
98029,2018-07-31,2019-07-31,2020-06-30,timesfm_zero,20180.05901137761,24836.97490328784,foundation
98029,2018-08-31,2019-08-31,2020-07-31,chronos2_zero,24356.444542458583,28453.08733031558,foundation
98029,2018-09-30,2019-09-30,2020-08-31,chronos2_zero,19174.12852992457,24040.535821015626,foundation
98029,2018-10-31,2019-10-31,2020-09-30,chronos2_zero,22678.341123243106,27155.818779784775,foundation
98029,2018-11-30,2019-11-30,2020-10-31,chronos2_zero,23403.723763960286,30623.710362847924,foundation
98029,2018-12-31,2019-12-31,2020-11-30,dcrnn,21146.587907101337,27372.580334295202,spatial_temporal
98029,2019-01-31,2020-01-31,2020-12-31,dcrnn,24618.84475481491,28397.003720741013,spatial_temporal
98029,2019-02-28,2020-02-29,2021-01-31,stgformer,27238.466439762775,32488.50746152275,spatial_temporal
98029,2019-03-31,2020-03-31,2021-02-28,timemixer,31342.683427902946,36598.61396483855,DL
98029,2019-04-30,2020-04-30,2021-03-31,timemixer,32482.601168366247,42906.4178392892,DL
98029,2019-05-31,2020-05-31,2021-04-30,patchtst,46609.800650878875,55031.38079593212,DL
98029,2019-06-30,2020-06-30,2021-05-31,timemixer,46286.514654440056,60808.52511357665,DL
98029,2019-07-31,2020-07-31,2021-06-30,timemixer,49200.10241671654,61790.928392229835,DL
98029,2019-08-31,2020-08-31,2021-07-31,timemixer,40606.04849252035,56323.8742915991,DL
98029,2019-09-30,2020-09-30,2021-08-31,timemixer,61654.36856281672,71840.90213386562,DL
98029,2019-10-31,2020-10-31,2021-09-30,dcrnn,59915.430356285615,71274.66704079714,spatial_temporal
98029,2019-11-30,2020-11-30,2021-10-31,dcrnn,43943.275883669245,63538.49090551173,spatial_temporal
98029,2019-12-31,2020-12-31,2021-11-30,dcrnn,45470.927985397466,66593.26443732702,spatial_temporal
98029,2020-01-31,2021-01-31,2021-12-31,dcrnn,73042.22023025864,90821.0217931725,spatial_temporal
98029,2020-02-29,2021-02-28,2022-01-31,stgcn,120982.56899448938,152451.67230428522,spatial_temporal
98029,2020-03-31,2021-03-31,2022-02-28,timemixer,147802.94663284233,186666.7235747762,DL
98029,2020-04-30,2021-04-30,2022-03-31,timemixer,99908.6022019416,149617.21640287625,DL
98029,2020-05-31,2021-05-31,2022-04-30,timemixer,88578.77679790737,120673.11079134581,DL
98029,2020-06-30,2021-06-30,2022-05-31,timemixer,101666.52828486041,123232.87293259162,DL
98029,2020-07-31,2021-07-31,2022-06-30,timemixer,118961.01533170913,151149.73846030232,DL
98029,2020-08-31,2021-08-31,2022-07-31,timemixer,97551.30173344573,128149.70707555632,DL
98029,2020-09-30,2021-09-30,2022-08-31,itransformer,102110.34654690653,119449.15693277642,DL
98029,2020-10-31,2021-10-31,2022-09-30,timemixer,101603.91265383648,125895.01785434685,DL
98029,2020-11-30,2021-11-30,2022-10-31,graph_wavenet,113194.92739318132,128131.48263549194,spatial_temporal
98029,2020-12-31,2021-12-31,2022-11-30,timemixer,89296.48912050418,119313.0943156383,DL
98029,2021-01-31,2022-01-31,2022-12-31,dcrnn,109188.48305333359,127274.45038893304,spatial_temporal
98029,2021-02-28,2022-02-28,2023-01-31,dcrnn,114536.70056460012,150149.74860483487,spatial_temporal
98029,2021-03-31,2022-03-31,2023-02-28,dcrnn,128126.48542487474,192897.4757182204,spatial_temporal
98029,2021-04-30,2022-04-30,2023-03-31,dcrnn,133002.57767725538,198649.97154890478,spatial_temporal
98029,2021-05-31,2022-05-31,2023-04-30,stgcn,129184.76962888683,162081.38272709327,spatial_temporal
98029,2021-06-30,2022-06-30,2023-05-31,timesfm_zero,137787.8494313531,167202.8145245349,foundation
98029,2021-07-31,2022-07-31,2023-06-30,dcrnn,134518.70869090056,203482.25841870764,spatial_temporal
98029,2021-08-31,2022-08-31,2023-07-31,timesfm_zero,121721.29221193945,161400.24776460748,foundation
98029,2021-09-30,2022-09-30,2023-08-31,timesfm_zero,118095.24336338694,161232.31875693527,foundation
98029,2021-10-31,2022-10-31,2023-09-30,timesfm_zero,129104.15322992847,167099.94809433896,foundation
98029,2021-11-30,2022-11-30,2023-10-31,chronos2_zero,152555.28228869362,202584.63014550385,foundation
98029,2021-12-31,2022-12-31,2023-11-30,timesfm_zero,152519.06977266507,181397.79404002894,foundation
98029,2022-12-31,2023-12-31,2024-11-30,itransformer,73382.98973383462,86496.68643760531,DL
98029,2023-01-31,2024-01-31,2024-12-31,itransformer,82754.66458644693,100010.45761005646,DL
98029,2024-01-31,2025-01-31,2025-12-31,timesfm_zero,103001.39596942691,121513.14326201218,foundation
98029,2024-02-29,2025-02-28,2026-01-31,timesfm_zero,102797.64069368645,120264.75290128971,foundation
98029,2024-03-31,2025-03-31,2026-02-28,timemixer,111697.17695397082,143735.9704752859,DL
98029,2024-04-30,2025-04-30,2026-03-31,timesfm_zero,102343.16808558663,123938.20755550286,foundation
98029,2024-05-31,2025-05-31,2026-04-30,timesfm_zero,106692.67733212859,130870.70367748626,foundation
98029,2024-06-30,2025-06-30,2026-05-31,stgformer,97898.72267557551,126093.01448067847,spatial_temporal
98029,2024-07-31,2025-07-31,2026-06-30,stgcn,97816.40037218289,107579.90621631745,spatial_temporal
98029,2024-08-31,2025-08-31,2026-07-31,stgcn,98474.76148065426,117738.44182956888,spatial_temporal
98030,2016-03-31,2017-03-31,2018-02-28,d2stgnn,13625.375876487014,19234.885550866853,spatial_temporal
98030,2016-04-30,2017-04-30,2018-03-31,itransformer,13781.343287643991,21820.96852232889,DL
98030,2016-05-31,2017-05-31,2018-04-30,d2stgnn,17500.48069339393,24053.221619208583,spatial_temporal
98030,2016-06-30,2017-06-30,2018-05-31,itransformer,12789.00354199661,17020.105483379702,DL
98030,2016-07-31,2017-07-31,2018-06-30,itransformer,18300.18080458675,23773.11539456175,DL
98030,2016-08-31,2017-08-31,2018-07-31,dlinear,25218.52277370178,30463.800526977368,DL
98030,2016-09-30,2017-09-30,2018-08-31,dlinear,27623.116670389645,33263.38320630113,DL
98030,2016-10-31,2017-10-31,2018-09-30,dlinear,30801.316202855134,36739.32622910345,DL
98030,2016-11-30,2017-11-30,2018-10-31,dlinear,35605.86312824582,41943.95680681033,DL
98030,2016-12-31,2017-12-31,2018-11-30,dlinear,42616.43381814079,46455.93820627075,DL
98030,2017-01-31,2018-01-31,2018-12-31,dlinear,43459.407646854874,47664.19568589935,DL
98030,2017-02-28,2018-02-28,2019-01-31,graph_wavenet,27734.098470592377,29117.578692196646,spatial_temporal
98030,2017-03-31,2018-03-31,2019-02-28,graph_wavenet,19938.43655434682,27551.71035898046,spatial_temporal
98030,2017-04-30,2018-04-30,2019-03-31,d2stgnn,17412.49876453889,22157.16690478429,spatial_temporal
98030,2017-05-31,2018-05-31,2019-04-30,d2stgnn,18950.637958915904,20975.318165128905,spatial_temporal
98030,2017-06-30,2018-06-30,2019-05-31,timesfm_zero,23590.481778632082,29235.75481570781,foundation
98030,2017-07-31,2018-07-31,2019-06-30,timesfm_zero,18456.868943874113,22697.389583921624,foundation
98030,2017-08-31,2018-08-31,2019-07-31,timesfm_zero,14488.371592044574,16953.616517475035,foundation
98030,2017-09-30,2018-09-30,2019-08-31,timesfm_zero,17533.84321339094,20491.08074885836,foundation
98030,2017-10-31,2018-10-31,2019-09-30,dcrnn,19329.72858816537,21229.807703003822,spatial_temporal
98030,2017-11-30,2018-11-30,2019-10-31,graph_wavenet,13586.424431161131,19710.30826562503,spatial_temporal
98030,2017-12-31,2018-12-31,2019-11-30,graph_wavenet,10163.699790148661,11591.880376014296,spatial_temporal
98030,2018-01-31,2019-01-31,2019-12-31,graph_wavenet,7319.04569853623,8762.749657968172,spatial_temporal
98030,2018-02-28,2019-02-28,2020-01-31,graph_wavenet,8310.197789694494,9749.61610458645,spatial_temporal
98030,2018-03-31,2019-03-31,2020-02-29,stgformer,10330.22621942081,13589.066478470646,spatial_temporal
98030,2018-04-30,2019-04-30,2020-03-31,stgcn,11095.156176485121,13900.410335713852,spatial_temporal
98030,2018-05-31,2019-05-31,2020-04-30,stgcn,9160.434228537153,13013.075545884365,spatial_temporal
98030,2018-06-30,2019-06-30,2020-05-31,timemixer,8816.689021135739,10584.750054774142,DL
98030,2018-07-31,2019-07-31,2020-06-30,dcrnn,9518.980242204852,12064.380452848998,spatial_temporal
98030,2018-08-31,2019-08-31,2020-07-31,itransformer,9726.353346641152,11456.225163843777,DL
98030,2018-09-30,2019-09-30,2020-08-31,itransformer,9555.79867214126,11823.314273292519,DL
