,zipcode,metro,date,homes_sold,median_sale_price,median_days_on_market,new_listings,active_listings,pending_sales,inventory,average_sale_to_list_ratio,median_new_listing_price,latitude,longitude
2848,98030,"Seattle, WA metro area",2024-05-31,73.0,720000.0,5.0,84.0,104.0,80.0,26.0,101.9,699950.0,47.3866,-122.2109
2849,98030,"Seattle, WA metro area",2024-06-30,80.0,724995.0,5.0,83.0,104.0,65.0,35.0,101.9,665000.0,47.3866,-122.2109
2850,98030,"Seattle, WA metro area",2024-07-31,73.0,707000.0,5.0,97.0,116.0,66.0,42.0,101.04,659950.0,47.3866,-122.2109
2851,98030,"Seattle, WA metro area",2024-08-31,61.0,680000.0,6.0,85.0,111.0,56.0,46.0,100.76,675000.0,47.3866,-122.2109
2852,98030,"Seattle, WA metro area",2024-09-30,49.0,647000.0,7.0,78.0,112.0,59.0,44.0,100.04,685000.0,47.3866,-122.2109
2853,98030,"Seattle, WA metro area",2024-10-31,53.0,647000.0,13.0,68.0,107.0,63.0,41.0,99.62,687500.0,47.3866,-122.2109
2854,98030,"Seattle, WA metro area",2024-11-30,58.0,640000.0,24.0,55.0,100.0,62.0,31.0,99.54,719888.0,47.3866,-122.2109
2855,98030,"Seattle, WA metro area",2024-12-31,60.0,665000.0,29.0,39.0,82.0,52.0,22.0,100.21,725000.0,47.3866,-122.2109
2856,98030,"Seattle, WA metro area",2025-01-31,48.0,683500.0,37.0,35.0,75.0,45.0,21.0,100.31,657500.0,47.3866,-122.2109
2857,98030,"Seattle, WA metro area",2025-02-28,48.0,692500.0,43.0,45.0,73.0,49.0,25.0,100.62,670000.0,47.3866,-122.2109
2858,98030,"Seattle, WA metro area",2025-03-31,51.0,704750.0,10.0,60.0,81.0,64.0,23.0,100.67,695000.0,47.3866,-122.2109
2859,98030,"Seattle, WA metro area",2025-04-30,56.0,704975.0,9.0,68.0,88.0,60.0,34.0,101.14,739925.0,47.3866,-122.2109
2860,98030,"Seattle, WA metro area",2025-05-31,52.0,710000.0,7.0,75.0,100.0,57.0,43.0,101.43,750000.0,47.3866,-122.2109
2861,98030,"Seattle, WA metro area",2025-06-30,48.0,685000.0,8.0,90.0,112.0,53.0,53.0,100.52,731000.0,47.3866,-122.2109
2862,98030,"Seattle, WA metro area",2025-07-31,51.0,675000.0,7.0,83.0,115.0,47.0,61.0,100.08,731000.0,47.3866,-122.2109
2863,98030,"Seattle, WA metro area",2025-08-31,47.0,650000.0,12.0,68.0,107.0,48.0,53.0,99.81,699975.0,47.3866,-122.2109
2864,98030,"Seattle, WA metro area",2025-09-30,41.0,670000.0,14.0,58.0,108.0,52.0,53.0,99.97,709950.0,47.3866,-122.2109
2865,98030,"Seattle, WA metro area",2025-10-31,48.0,670000.0,35.0,60.0,118.0,63.0,49.0,99.41,704950.0,47.3866,-122.2109
2866,98030,"Seattle, WA metro area",2025-11-30,54.0,670000.0,36.0,62.0,112.0,58.0,42.0,98.99,714950.0,47.3866,-122.2109
2867,98030,"Seattle, WA metro area",2025-12-31,57.0,699900.0,35.0,44.0,96.0,39.0,38.0,98.98,725950.0,47.3866,-122.2109
2868,98030,"Seattle, WA metro area",2026-01-31,37.0,703000.0,28.0,33.0,80.0,29.0,38.0,98.53,737000.0,47.3866,-122.2109
2869,98030,"Seattle, WA metro area",2026-02-28,23.0,737000.0,52.0,38.0,76.0,24.0,45.0,98.47,754950.0,47.3866,-122.2109
2870,98030,"Seattle, WA metro area",2026-03-31,24.0,747475.0,33.0,51.0,87.0,41.0,45.0,99.19,745000.0,47.3866,-122.2109
2871,98030,"Seattle, WA metro area",2026-04-30,39.0,739950.0,21.0,73.0,106.0,53.0,53.0,100.46,699900.0,47.3866,-122.2109
2872,98030,"Seattle, WA metro area",2026-05-31,61.0,719149.0,19.0,90.0,128.0,68.0,56.0,100.54,694925.0,47.3866,-122.2109
2873,98030,"Seattle, WA metro area",2026-06-30,68.0,674000.0,22.0,90.0,129.0,74.0,48.0,100.37,728000.0,47.3866,-122.2109
2874,98030,"Seattle, WA metro area",2026-07-31,74.0,698353.0,20.0,87.0,135.0,64.0,61.0,99.9,695570.0,47.3866,-122.2109
2875,98031,"Seattle, WA metro area",2016-03-31,90.0,342500.0,10.0,107.0,145.0,123.0,36.0,101.41,349950.0,47.388,-122.1932
2876,98031,"Seattle, WA metro area",2016-04-30,103.0,353000.0,9.0,124.0,163.0,143.0,39.0,101.3,342223.0,47.388,-122.1932
2877,98031,"Seattle, WA metro area",2016-05-31,124.0,359000.0,7.0,139.0,175.0,156.0,46.0,101.84,349950.0,47.388,-122.1932
2878,98031,"Seattle, WA metro area",2016-06-30,125.0,360000.0,6.0,158.0,193.0,159.0,60.0,102.21,354900.0,47.388,-122.1932
2879,98031,"Seattle, WA metro area",2016-07-31,124.0,350000.0,7.0,169.0,207.0,165.0,63.0,102.74,359000.0,47.388,-122.1932
2880,98031,"Seattle, WA metro area",2016-08-31,127.0,352500.0,7.0,177.0,223.0,180.0,70.0,101.74,350000.0,47.388,-122.1932
2881,98031,"Seattle, WA metro area",2016-09-30,138.0,359950.0,11.0,161.0,218.0,182.0,69.0,100.88,350000.0,47.388,-122.1932
2882,98031,"Seattle, WA metro area",2016-10-31,146.0,358200.0,12.0,141.0,201.0,165.0,57.0,100.28,350000.0,47.388,-122.1932
2883,98031,"Seattle, WA metro area",2016-11-30,135.0,359000.0,15.0,121.0,189.0,147.0,57.0,100.18,349950.0,47.388,-122.1932
2884,98031,"Seattle, WA metro area",2016-12-31,128.0,357000.0,17.0,96.0,163.0,125.0,40.0,100.05,349450.0,47.388,-122.1932
2885,98031,"Seattle, WA metro area",2017-01-31,111.0,359000.0,22.0,79.0,136.0,106.0,31.0,100.14,349950.0,47.388,-122.1932
2886,98031,"Seattle, WA metro area",2017-02-28,109.0,354275.0,23.0,75.0,129.0,105.0,24.0,100.4,375000.0,47.388,-122.1932
2887,98031,"Seattle, WA metro area",2017-03-31,98.0,347475.0,25.0,103.0,141.0,114.0,30.0,100.64,379990.0,47.388,-122.1932
2888,98031,"Seattle, WA metro area",2017-04-30,90.0,349975.0,11.0,120.0,149.0,118.0,34.0,101.27,388650.0,47.388,-122.1932
2889,98031,"Seattle, WA metro area",2017-05-31,100.0,375000.0,7.0,134.0,157.0,122.0,29.0,102.18,399925.0,47.388,-122.1932
2890,98031,"Seattle, WA metro area",2017-06-30,103.0,400000.0,6.0,150.0,180.0,136.0,49.0,102.67,400000.0,47.388,-122.1932
2891,98031,"Seattle, WA metro area",2017-07-31,128.0,412500.0,7.0,162.0,195.0,144.0,62.0,102.47,419475.0,47.388,-122.1932
2892,98031,"Seattle, WA metro area",2017-08-31,121.0,405000.0,6.0,168.0,197.0,147.0,51.0,102.05,399950.0,47.388,-122.1932
2893,98031,"Seattle, WA metro area",2017-09-30,131.0,400000.0,7.0,159.0,207.0,140.0,65.0,101.21,399975.0,47.388,-122.1932
2894,98031,"Seattle, WA metro area",2017-10-31,127.0,399000.0,11.0,144.0,204.0,149.0,51.0,101.07,407000.0,47.388,-122.1932
2895,98031,"Seattle, WA metro area",2017-11-30,138.0,409750.0,14.0,128.0,178.0,134.0,43.0,100.7,415000.0,47.388,-122.1932
2896,98031,"Seattle, WA metro area",2017-12-31,139.0,415000.0,15.0,78.0,143.0,108.0,31.0,100.63,422500.0,47.388,-122.1932
2897,98031,"Seattle, WA metro area",2018-01-31,112.0,423500.0,18.0,79.0,130.0,103.0,27.0,100.22,435000.0,47.388,-122.1932
2898,98031,"Seattle, WA metro area",2018-02-28,98.0,426500.0,15.0,88.0,131.0,90.0,39.0,100.48,450000.0,47.388,-122.1932
2899,98031,"Seattle, WA metro area",2018-03-31,83.0,435000.0,8.0,121.0,152.0,119.0,40.0,101.23,449970.0,47.388,-122.1932
2900,98031,"Seattle, WA metro area",2018-04-30,100.0,437550.0,7.0,117.0,143.0,106.0,43.0,101.9,450000.0,47.388,-122.1932
2901,98031,"Seattle, WA metro area",2018-05-31,99.0,450000.0,6.0,135.0,173.0,121.0,57.0,102.52,449950.0,47.388,-122.1932
2902,98031,"Seattle, WA metro area",2018-06-30,115.0,450000.0,6.0,135.0,174.0,118.0,55.0,102.94,440000.0,47.388,-122.1932
2903,98031,"Seattle, WA metro area",2018-07-31,114.0,450000.0,6.0,155.0,198.0,122.0,75.0,102.66,430000.0,47.388,-122.1932
2904,98031,"Seattle, WA metro area",2018-08-31,119.0,443000.0,7.0,151.0,207.0,111.0,97.0,102.1,435000.0,47.388,-122.1932
2905,98031,"Seattle, WA metro area",2018-09-30,104.0,434500.0,9.0,150.0,204.0,108.0,89.0,100.85,439475.0,47.388,-122.1932
2906,98031,"Seattle, WA metro area",2018-10-31,113.0,438000.0,13.0,140.0,213.0,107.0,98.0,100.17,469000.0,47.388,-122.1932
2907,98031,"Seattle, WA metro area",2018-11-30,111.0,440000.0,21.0,111.0,207.0,117.0,77.0,99.46,465899.0,47.388,-122.1932
2908,98031,"Seattle, WA metro area",2018-12-31,117.0,448950.0,30.0,83.0,171.0,102.0,56.0,99.27,459950.0,47.388,-122.1932
2909,98031,"Seattle, WA metro area",2019-01-31,97.0,448500.0,32.0,84.0,181.0,101.0,65.0,98.83,462925.0,47.388,-122.1932
2910,98031,"Seattle, WA metro area",2019-02-28,92.0,446250.0,36.0,90.0,164.0,100.0,59.0,99.22,449975.0,47.388,-122.1932
2911,98031,"Seattle, WA metro area",2019-03-31,100.0,447725.0,17.0,108.0,161.0,119.0,48.0,99.77,454975.0,47.388,-122.1932
2912,98031,"Seattle, WA metro area",2019-04-30,111.0,450000.0,16.0,109.0,168.0,140.0,39.0,100.18,449950.0,47.388,-122.1932
2913,98031,"Seattle, WA metro area",2019-05-31,138.0,470000.0,10.0,132.0,186.0,149.0,49.0,100.64,458000.0,47.388,-122.1932
2914,98031,"Seattle, WA metro area",2019-06-30,129.0,471475.0,10.0,145.0,190.0,157.0,48.0,101.23,469475.0,47.388,-122.1932
2915,98031,"Seattle, WA metro area",2019-07-31,139.0,470000.0,9.0,128.0,165.0,127.0,49.0,101.07,469000.0,47.388,-122.1932
2916,98031,"Seattle, WA metro area",2019-08-31,111.0,469000.0,11.0,116.0,165.0,114.0,53.0,100.8,467450.0,47.388,-122.1932
2917,98031,"Seattle, WA metro area",2019-09-30,106.0,472225.0,11.0,109.0,155.0,117.0,42.0,100.36,449000.0,47.388,-122.1932
2918,98031,"Seattle, WA metro area",2019-10-31,110.0,455000.0,11.0,114.0,160.0,126.0,34.0,100.35,442475.0,47.388,-122.1932
2919,98031,"Seattle, WA metro area",2019-11-30,119.0,455000.0,11.0,93.0,144.0,117.0,26.0,100.32,435000.0,47.388,-122.1932
2920,98031,"Seattle, WA metro area",2019-12-31,116.0,450000.0,11.0,71.0,111.0,97.0,18.0,100.11,445000.0,47.388,-122.1932
2921,98031,"Seattle, WA metro area",2020-01-31,92.0,462500.0,15.0,66.0,99.0,80.0,18.0,100.28,472500.0,47.388,-122.1932
2922,98031,"Seattle, WA metro area",2020-02-29,82.0,475000.0,16.0,82.0,108.0,81.0,23.0,100.43,477475.0,47.388,-122.1932
2923,98031,"Seattle, WA metro area",2020-03-31,81.0,484950.0,7.0,111.0,129.0,104.0,23.0,101.44,489950.0,47.388,-122.1932
2924,98031,"Seattle, WA metro area",2020-04-30,95.0,490000.0,5.0,125.0,143.0,108.0,38.0,102.14,465000.0,47.388,-122.1932
2925,98031,"Seattle, WA metro area",2020-05-31,93.0,462000.0,5.0,116.0,139.0,112.0,32.0,102.43,489450.0,47.388,-122.1932
2926,98031,"Seattle, WA metro area",2020-06-30,89.0,465000.0,5.0,103.0,125.0,101.0,29.0,102.03,500000.0,47.388,-122.1932
2927,98031,"Seattle, WA metro area",2020-07-31,92.0,471500.0,7.0,109.0,146.0,114.0,39.0,101.48,520000.0,47.388,-122.1932
2928,98031,"Seattle, WA metro area",2020-08-31,100.0,515000.0,7.0,122.0,153.0,130.0,28.0,101.66,500000.0,47.388,-122.1932
2929,98031,"Seattle, WA metro area",2020-09-30,113.0,505000.0,6.0,126.0,153.0,138.0,16.0,101.99,495000.0,47.388,-122.1932
2930,98031,"Seattle, WA metro area",2020-10-31,129.0,515000.0,5.0,122.0,160.0,140.0,18.0,101.93,499825.0,47.388,-122.1932
2931,98031,"Seattle, WA metro area",2020-11-30,133.0,525000.0,5.0,106.0,134.0,120.0,16.0,101.92,499975.0,47.388,-122.1932
2932,98031,"Seattle, WA metro area",2020-12-31,129.0,525000.0,5.0,90.0,106.0,99.0,10.0,102.03,500000.0,47.388,-122.1932
2933,98031,"Seattle, WA metro area",2021-01-31,100.0,527250.0,5.0,58.0,76.0,73.0,4.0,102.9,489950.0,47.388,-122.1932
2934,98031,"Seattle, WA metro area",2021-02-28,85.0,535000.0,5.0,58.0,74.0,59.0,13.0,103.78,499975.0,47.388,-122.1932
2935,98031,"Seattle, WA metro area",2021-03-31,74.0,570444.0,5.0,86.0,96.0,80.0,15.0,105.82,549250.0,47.388,-122.1932
2936,98031,"Seattle, WA metro area",2021-04-30,88.0,575000.0,5.0,132.0,136.0,119.0,17.0,107.64,549975.0,47.388,-122.1932
2937,98031,"Seattle, WA metro area",2021-05-31,115.0,593000.0,5.0,156.0,169.0,156.0,12.0,109.56,549725.0,47.388,-122.1932
2938,98031,"Seattle, WA metro area",2021-06-30,136.0,595000.0,5.0,171.0,186.0,162.0,26.0,109.63,550000.0,47.388,-122.1932
2939,98031,"Seattle, WA metro area",2021-07-31,148.0,599475.0,5.0,171.0,188.0,154.0,37.0,109.51,565000.0,47.388,-122.1932
2940,98031,"Seattle, WA metro area",2021-08-31,159.0,599950.0,5.0,168.0,180.0,170.0,25.0,107.33,589000.0,47.388,-122.1932
2941,98031,"Seattle, WA metro area",2021-09-30,163.0,600000.0,5.0,167.0,193.0,185.0,35.0,105.93,599950.0,47.388,-122.1932
2942,98031,"Seattle, WA metro area",2021-10-31,164.0,610000.0,6.0,157.0,193.0,188.0,27.0,103.93,625000.0,47.388,-122.1932
2943,98031,"Seattle, WA metro area",2021-11-30,147.0,627000.0,6.0,140.0,165.0,162.0,12.0,103.34,638000.0,47.388,-122.1932
2944,98031,"Seattle, WA metro area",2021-12-31,143.0,650000.0,7.0,106.0,140.0,130.0,9.0,102.53,638975.0,47.388,-122.1932
2945,98031,"Seattle, WA metro area",2022-01-31,116.0,662500.0,7.0,103.0,130.0,110.0,11.0,103.28,729950.0,47.388,-122.1932
2946,98031,"Seattle, WA metro area",2022-02-28,102.0,700000.0,6.0,108.0,120.0,100.0,14.0,104.51,717500.0,47.388,-122.1932
2947,98031,"Seattle, WA metro area",2022-03-31,92.0,715000.0,5.0,131.0,140.0,115.0,21.0,107.28,740000.0,47.388,-122.1932
2948,98031,"Seattle, WA metro area",2022-04-30,105.0,752500.0,5.0,128.0,139.0,112.0,29.0,107.59,699000.0,47.388,-122.1932
2949,98031,"Seattle, WA metro area",2022-05-31,120.0,757500.0,5.0,144.0,158.0,122.0,35.0,107.64,724975.0,47.388,-122.1932
2950,98031,"Seattle, WA metro area",2022-06-30,127.0,769925.0,5.0,151.0,172.0,112.0,50.0,105.56,699000.0,47.388,-122.1932
2951,98031,"Seattle, WA metro area",2022-07-31,127.0,755000.0,6.0,145.0,174.0,100.0,58.0,103.56,698000.0,47.388,-122.1932
2952,98031,"Seattle, WA metro area",2022-08-31,120.0,737500.0,8.0,136.0,170.0,105.0,56.0,100.53,644998.0,47.388,-122.1932
2953,98031,"Seattle, WA metro area",2022-09-30,113.0,649000.0,12.0,119.0,169.0,101.0,61.0,99.47,649000.0,47.388,-122.1932
2954,98031,"Seattle, WA metro area",2022-10-31,98.0,637250.0,20.0,99.0,156.0,99.0,55.0,98.65,649000.0,47.388,-122.1932
2955,98031,"Seattle, WA metro area",2022-11-30,86.0,626000.0,26.0,70.0,126.0,75.0,41.0,98.71,659950.0,47.388,-122.1932
2956,98031,"Seattle, WA metro area",2022-12-31,72.0,640000.0,28.0,46.0,107.0,61.0,34.0,98.23,657475.0,47.388,-122.1932
2957,98031,"Seattle, WA metro area",2023-01-31,63.0,647500.0,37.0,47.0,101.0,68.0,26.0,98.19,695950.0,47.388,-122.1932
2958,98031,"Seattle, WA metro area",2023-02-28,61.0,652500.0,42.0,44.0,83.0,65.0,15.0,98.12,699950.0,47.388,-122.1932
2959,98031,"Seattle, WA metro area",2023-03-31,52.0,655000.0,45.0,62.0,94.0,71.0,18.0,97.63,699950.0,47.388,-122.1932
2960,98031,"Seattle, WA metro area",2023-04-30,59.0,643000.0,22.0,74.0,100.0,70.0,24.0,98.63,699950.0,47.388,-122.1932
2961,98031,"Seattle, WA metro area",2023-05-31,61.0,655000.0,6.0,113.0,128.0,93.0,33.0,100.67,695000.0,47.388,-122.1932
2962,98031,"Seattle, WA metro area",2023-06-30,77.0,660000.0,6.0,109.0,127.0,92.0,34.0,101.7,689250.0,47.388,-122.1932
2963,98031,"Seattle, WA metro area",2023-07-31,76.0,682000.0,5.0,99.0,123.0,91.0,31.0,102.28,690000.0,47.388,-122.1932
2964,98031,"Seattle, WA metro area",2023-08-31,75.0,680000.0,7.0,81.0,113.0,77.0,36.0,101.38,695000.0,47.388,-122.1932
2965,98031,"Seattle, WA metro area",2023-09-30,79.0,699950.0,6.0,76.0,110.0,69.0,36.0,101.67,679975.0,47.388,-122.1932
2966,98031,"Seattle, WA metro area",2023-10-31,83.0,699950.0,6.0,74.0,105.0,65.0,36.0,101.16,675000.0,47.388,-122.1932
2967,98031,"Seattle, WA metro area",2023-11-30,76.0,699975.0,7.0,59.0,95.0,65.0,26.0,101.03,640000.0,47.388,-122.1932
2968,98031,"Seattle, WA metro area",2023-12-31,71.0,670000.0,13.0,45.0,81.0,60.0,16.0,100.6,650000.0,47.388,-122.1932
2969,98031,"Seattle, WA metro area",2024-01-31,61.0,709000.0,21.0,50.0,84.0,60.0,21.0,100.38,660000.0,47.388,-122.1932
2970,98031,"Seattle, WA metro area",2024-02-29,64.0,704500.0,11.0,61.0,85.0,62.0,22.0,100.88,699999.0,47.388,-122.1932
2971,98031,"Seattle, WA metro area",2024-03-31,65.0,709000.0,7.0,88.0,104.0,87.0,19.0,100.9,685000.0,47.388,-122.1932
2972,98031,"Seattle, WA metro area",2024-04-30,88.0,700500.0,5.0,112.0,133.0,96.0,36.0,101.54,725000.0,47.388,-122.1932
2973,98031,"Seattle, WA metro area",2024-05-31,95.0,705000.0,5.0,133.0,154.0,117.0,40.0,102.0,734950.0,47.388,-122.1932
2974,98031,"Seattle, WA metro area",2024-06-30,98.0,705000.0,5.0,140.0,159.0,108.0,49.0,102.48,725000.0,47.388,-122.1932
2975,98031,"Seattle, WA metro area",2024-07-31,91.0,713550.0,6.0,125.0,157.0,111.0,46.0,102.14,700000.0,47.388,-122.1932
2976,98031,"Seattle, WA metro area",2024-08-31,92.0,669000.0,7.0,110.0,146.0,91.0,51.0,100.88,699975.0,47.388,-122.1932
2977,98031,"Seattle, WA metro area",2024-09-30,87.0,675000.0,8.0,88.0,136.0,90.0,46.0,100.18,699000.0,47.388,-122.1932
2978,98031,"Seattle, WA metro area",2024-10-31,81.0,685000.0,8.0,90.0,134.0,91.0,47.0,99.7,699450.0,47.388,-122.1932
2979,98031,"Seattle, WA metro area",2024-11-30,77.0,699000.0,8.0,73.0,123.0,85.0,35.0,99.95,689000.0,47.388,-122.1932
2980,98031,"Seattle, WA metro area",2024-12-31,82.0,738975.0,14.0,55.0,101.0,70.0,26.0,99.46,744950.0,47.388,-122.1932
2981,98031,"Seattle, WA metro area",2025-01-31,70.0,739950.0,22.0,41.0,85.0,53.0,24.0,99.43,709999.0,47.388,-122.1932
2982,98031,"Seattle, WA metro area",2025-02-28,63.0,745000.0,32.0,51.0,85.0,52.0,28.0,100.11,734950.0,47.388,-122.1932
2983,98031,"Seattle, WA metro area",2025-03-31,56.0,745475.0,9.0,75.0,100.0,69.0,27.0,101.41,709999.0,47.388,-122.1932
2984,98031,"Seattle, WA metro area",2025-04-30,71.0,744950.0,9.0,80.0,104.0,80.0,23.0,101.45,699950.0,47.388,-122.1932
2985,98031,"Seattle, WA metro area",2025-05-31,85.0,720000.0,6.0,97.0,125.0,87.0,37.0,101.22,699995.0,47.388,-122.1932
2986,98031,"Seattle, WA metro area",2025-06-30,92.0,698925.0,6.0,99.0,126.0,80.0,46.0,100.88,699999.0,47.388,-122.1932
2987,98031,"Seattle, WA metro area",2025-07-31,77.0,700000.0,6.0,99.0,122.0,72.0,45.0,101.09,725000.0,47.388,-122.1932
2988,98031,"Seattle, WA metro area",2025-08-31,72.0,687500.0,11.0,85.0,122.0,69.0,48.0,100.12,699950.0,47.388,-122.1932
2989,98031,"Seattle, WA metro area",2025-09-30,66.0,708000.0,20.0,81.0,126.0,71.0,49.0,100.88,714900.0,47.388,-122.1932
2990,98031,"Seattle, WA metro area",2025-10-31,72.0,681750.0,21.0,78.0,122.0,74.0,44.0,100.24,695000.0,47.388,-122.1932
2991,98031,"Seattle, WA metro area",2025-11-30,64.0,694500.0,19.0,73.0,120.0,81.0,35.0,100.4,695000.0,47.388,-122.1932
2992,98031,"Seattle, WA metro area",2025-12-31,72.0,685000.0,28.0,55.0,102.0,70.0,24.0,98.7,695000.0,47.388,-122.1932
2993,98031,"Seattle, WA metro area",2026-01-31,60.0,701000.0,29.0,60.0,100.0,63.0,30.0,98.74,695000.0,47.388,-122.1932
2994,98031,"Seattle, WA metro area",2026-02-28,56.0,682500.0,22.0,56.0,87.0,46.0,36.0,99.08,712000.0,47.388,-122.1932
2995,98031,"Seattle, WA metro area",2026-03-31,37.0,650000.0,11.0,80.0,102.0,55.0,41.0,100.46,695000.0,47.388,-122.1932
2996,98031,"Seattle, WA metro area",2026-04-30,53.0,700000.0,10.0,92.0,119.0,73.0,45.0,99.9,692000.0,47.388,-122.1932
2997,98031,"Seattle, WA metro area",2026-05-31,78.0,686000.0,13.0,119.0,153.0,95.0,50.0,99.82,685000.0,47.388,-122.1932
2998,98031,"Seattle, WA metro area",2026-06-30,92.0,682500.0,11.0,110.0,149.0,90.0,55.0,99.79,682450.0,47.388,-122.1932
2999,98031,"Seattle, WA metro area",2026-07-31,91.0,663884.0,11.0,115.0,157.0,78.0,75.0,100.02,703021.0,47.388,-122.1932
3000,98032,"Seattle, WA metro area",2016-03-31,28.0,333000.0,10.0,45.0,61.0,48.0,19.0,100.13,324995.0,47.3776,-122.2854
3001,98032,"Seattle, WA metro area",2016-04-30,36.0,327500.0,11.0,50.0,64.0,56.0,17.0,99.86,322500.0,47.3776,-122.2854
3002,98032,"Seattle, WA metro area",2016-05-31,40.0,327500.0,14.0,53.0,69.0,65.0,15.0,100.68,319500.0,47.3776,-122.2854
3003,98032,"Seattle, WA metro area",2016-06-30,44.0,325000.0,9.0,62.0,81.0,67.0,24.0,101.5,327475.0,47.3776,-122.2854
3004,98032,"Seattle, WA metro area",2016-07-31,48.0,328750.0,8.0,65.0,82.0,70.0,22.0,102.21,330000.0,47.3776,-122.2854
3005,98032,"Seattle, WA metro area",2016-08-31,63.0,327500.0,9.0,72.0,85.0,71.0,25.0,100.77,330000.0,47.3776,-122.2854
3006,98032,"Seattle, WA metro area",2016-09-30,56.0,325000.0,11.0,63.0,85.0,70.0,21.0,100.02,330000.0,47.3776,-122.2854
3007,98032,"Seattle, WA metro area",2016-10-31,63.0,332500.0,12.0,55.0,77.0,69.0,11.0,99.24,330000.0,47.3776,-122.2854
3008,98032,"Seattle, WA metro area",2016-11-30,50.0,332750.0,13.0,40.0,65.0,45.0,14.0,99.9,310000.0,47.3776,-122.2854
3009,98032,"Seattle, WA metro area",2016-12-31,48.0,339944.0,15.0,24.0,45.0,27.0,16.0,99.93,310000.0,47.3776,-122.2854
3010,98032,"Seattle, WA metro area",2017-01-31,28.0,307150.0,15.0,29.0,40.0,22.0,19.0,100.13,329000.0,47.3776,-122.2854
3011,98032,"Seattle, WA metro area",2017-02-28,26.0,313900.0,21.0,34.0,48.0,37.0,10.0,100.02,335225.0,47.3776,-122.2854
3012,98032,"Seattle, WA metro area",2017-03-31,34.0,345250.0,14.0,44.0,59.0,49.0,12.0,100.94,353704.0,47.3776,-122.2854
3013,98032,"Seattle, WA metro area",2017-04-30,45.0,350000.0,12.0,41.0,59.0,52.0,11.0,101.38,359950.0,47.3776,-122.2854
3014,98032,"Seattle, WA metro area",2017-05-31,47.0,379000.0,9.0,51.0,61.0,48.0,13.0,101.62,369888.0,47.3776,-122.2854
3015,98032,"Seattle, WA metro area",2017-06-30,46.0,372000.0,6.0,62.0,74.0,57.0,17.0,102.11,357225.0,47.3776,-122.2854
3016,98032,"Seattle, WA metro area",2017-07-31,50.0,375000.0,6.0,72.0,83.0,64.0,23.0,102.45,356750.0,47.3776,-122.2854
3017,98032,"Seattle, WA metro area",2017-08-31,57.0,340000.0,6.0,73.0,86.0,64.0,26.0,102.81,359000.0,47.3776,-122.2854
3018,98032,"Seattle, WA metro area",2017-09-30,56.0,352500.0,9.0,63.0,79.0,59.0,23.0,101.78,359000.0,47.3776,-122.2854
3019,98032,"Seattle, WA metro area",2017-10-31,61.0,350000.0,13.0,67.0,89.0,65.0,19.0,99.78,369950.0,47.3776,-122.2854
3020,98032,"Seattle, WA metro area",2017-11-30,58.0,350905.0,22.0,55.0,80.0,61.0,15.0,99.41,369950.0,47.3776,-122.2854
3021,98032,"Seattle, WA metro area",2017-12-31,61.0,361500.0,17.0,41.0,64.0,53.0,11.0,99.2,370000.0,47.3776,-122.2854
3022,98032,"Seattle, WA metro area",2018-01-31,47.0,374950.0,20.0,31.0,50.0,40.0,8.0,100.46,379000.0,47.3776,-122.2854
3023,98032,"Seattle, WA metro area",2018-02-28,42.0,383500.0,10.0,29.0,44.0,38.0,5.0,101.07,374999.0,47.3776,-122.2854
3024,98032,"Seattle, WA metro area",2018-03-31,36.0,383000.0,10.0,40.0,51.0,46.0,3.0,102.4,382000.0,47.3776,-122.2854
3025,98032,"Seattle, WA metro area",2018-04-30,40.0,397250.0,7.0,48.0,56.0,49.0,9.0,103.54,370000.0,47.3776,-122.2854
3026,98032,"Seattle, WA metro area",2018-05-31,52.0,397250.0,7.0,75.0,79.0,64.0,22.0,102.69,395000.0,47.3776,-122.2854
3027,98032,"Seattle, WA metro area",2018-06-30,58.0,396750.0,7.0,88.0,90.0,73.0,22.0,102.16,397440.0,47.3776,-122.2854
3028,98032,"Seattle, WA metro area",2018-07-31,66.0,399975.0,7.0,91.0,99.0,67.0,29.0,100.93,399950.0,47.3776,-122.2854
3029,98032,"Seattle, WA metro area",2018-08-31,63.0,395000.0,8.0,76.0,98.0,59.0,34.0,100.33,399190.0,47.3776,-122.2854
3030,98032,"Seattle, WA metro area",2018-09-30,54.0,399225.0,11.0,66.0,88.0,49.0,28.0,100.28,399925.0,47.3776,-122.2854
3031,98032,"Seattle, WA metro area",2018-10-31,47.0,398500.0,10.0,53.0,82.0,44.0,29.0,100.61,398000.0,47.3776,-122.2854
3032,98032,"Seattle, WA metro area",2018-11-30,37.0,408000.0,23.0,36.0,70.0,38.0,24.0,100.21,399498.0,47.3776,-122.2854
3033,98032,"Seattle, WA metro area",2018-12-31,37.0,408000.0,29.0,24.0,52.0,29.0,15.0,99.95,373500.0,47.3776,-122.2854
3034,98032,"Seattle, WA metro area",2019-01-31,27.0,380000.0,31.0,16.0,45.0,29.0,13.0,99.68,360000.0,47.3776,-122.2854
3035,98032,"Seattle, WA metro area",2019-02-28,25.0,375000.0,41.0,20.0,44.0,30.0,10.0,98.52,349975.0,47.3776,-122.2854
3036,98032,"Seattle, WA metro area",2019-03-31,32.0,354000.0,12.0,35.0,50.0,41.0,9.0,99.44,395000.0,47.3776,-122.2854
